,OSEBuildingID,BuildingType,PrimaryPropertyType,TaxParcelIdentificationNumber,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ENERGYSTARScore,SourceEUI(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ComplianceStatus,GHGEmissionsIntensity,BuildingAge,most_use_steam,most_use_natural,most_use_electric,use_stream,use_electricity,use_natural,percent_steam,percent_natural,percent_electricity,LargestPropertyUseTypeGFA_rate,SecondLargestPropertyUseTypeGFA_rate,ThirdLargestPropertyUseTypeGFA_rate,PropertyGFABuilding(s)_rate,PropertyGFAParking_rate,GFAPerBuilding,GFAPerFloor,NumberOfAllUseTypes,TotalGHGEmissionsLog,SiteEnergyUse(kBtu)Log,Age_cat
67,106,Nonresidential COS,Other,1985200305,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1.0,5,396085,Other,Other,no information,no information,,138.1000061,9763690.0,7252325.0,0.0,Compliant,2.03,78,1,0,0,1,1,0,57.37941580328884,0.0,42.62058419671116,70.31,0.0,0.0,100.0,0.0,396085.0,79217.0,5,2.9059037662166167,7.321288224747217,"(70, 80]"
68,107,NonResidential,Office,1986200410,LAKE UNION,47.62112,-122.33629,1.0,12,571329,"Office, Other, Parking",Office,Parking,Other,91.0,174.1999969,0.0,32206199.0,7399685.0,Compliant,1.08,6,0,0,1,0,1,1,0.0,18.683297158573712,81.31670284142629,104.81,54.38,4.59,100.0,0.0,571329.0,47610.75,22,2.791353747213654,7.597759765977347,"(0, 10]"
69,110,Nonresidential COS,Other,1988200440,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1.0,2,52000,Other,Other,no information,no information,,110.4000015,1202380.0,1293349.0,0.0,Compliant,1.96,54,0,0,1,1,1,0,48.177506452022634,0.0,51.822493547977366,100.0,0.0,0.0,100.0,0.0,52000.0,26000.0,5,2.0121198358045134,6.435584794291807,"(50, 60]"
70,111,Nonresidential COS,Other,1988200700,MAGNOLIA / QUEEN ANNE,47.62395,-122.35077,1.0,1,60696,Other,Other,no information,no information,,25.5,0.0,875943.0,0.0,Compliant,0.1,88,0,0,1,0,1,0,0.0,0.0,100.0,177.94,0.0,0.0,100.0,0.0,60696.0,60696.0,5,0.8518696007297664,5.942476497101061,"(80, 90]"
71,112,Nonresidential COS,Other,1988200700,MAGNOLIA / QUEEN ANNE,47.62395,-122.35143,1.0,2,262048,Other,Other,no information,no information,,171.1999969,5137220.0,13512686.0,0.0,Compliant,1.87,88,0,0,1,1,1,0,27.545554385099848,0.0,72.45444561490015,112.96,0.0,0.0,100.0,0.0,262048.0,131024.0,5,2.691726705009727,7.316457845289197,"(80, 90]"
72,113,NonResidential,Office,1988200705,MAGNOLIA / QUEEN ANNE,47.62391,-122.34837,1.0,2,66240,"Data Center, Distribution Center, Office, Parking, Retail Store",Office,Data Center,Distribution Center,,235.1999969,0.0,4166305.0,0.0,Compliant,0.44,30,0,0,1,0,1,0,0.0,0.0,100.0,69.29,7.82,6.87,96.45,3.55,66240.0,33120.0,63,1.4776999283321308,6.619751294430546,"(20, 30]"
73,114,NonResidential,Office,1988201155,MAGNOLIA / QUEEN ANNE,47.62419,-122.34443,1.0,6,920598,"Office, Other, Parking",Office,Parking,Other,93.0,130.8000031,0.0,27597261.0,9069780.0,Compliant,0.73,6,0,0,1,0,1,1,0.0,24.73551110928204,75.26448889071796,79.25,20.1,0.65,67.01,32.99,920598.0,153433.0,22,2.829361674901893,7.564275911544871,"(0, 10]"
74,115,NonResidential,Office,1989200850,MAGNOLIA / QUEEN ANNE,47.62053,-122.35842,1.0,4,76213,"Office, Other, Parking",Office,Parking,Other,68.0,192.3999939,0.0,2944692.0,531520.0,Compliant,0.64,46,0,0,1,0,1,1,0.0,15.290206696254428,84.70979330374557,63.7,28.15,3.16,65.98,34.02,76213.0,19053.25,22,1.6968803716827623,6.541106441834298,"(40, 50]"
75,116,NonResidential,Hospitality,1989201125,MAGNOLIA / QUEEN ANNE,47.62291,-122.35708,1.0,6,96910,"Hotel, Parking",Hotel,Parking,no information,56.0,182.1999969,0.0,2637011.0,2518558.0,Compliant,1.57,14,0,0,1,0,1,1,0.0,48.85121312506922,51.14878687493078,61.89,38.11,0.0,61.89,38.11,96910.0,16151.667,14,2.1850886427579197,6.712276645768223,"(10, 20]"
76,117,NonResidential,Hospitality,1142001871,NORTHEAST,47.65772,-122.31756,2.0,4,50017,"Hotel, Swimming Pool",Hotel,Swimming Pool,no information,53.0,203.3000031,0.0,2128306.0,3320669.0,Compliant,3.82,54,0,1,0,0,1,1,0.0,60.94116783431746,39.05883216568254,100.0,0.0,0.0,100.0,0.0,25008.5,12504.25,20,2.2837533833325265,6.736314895059455,"(50, 60]"
77,119,NonResidential,Education,1336800825,EAST,47.62548,-122.30828,1.0,3,67743,K-12 School,K-12 School,no information,no information,34.0,82.30000305,0.0,1337786.0,1309093.0,Compliant,1.16,93,0,0,1,0,1,1,0.0,49.45798429017722,50.54201570982278,100.0,0.0,0.0,100.0,0.0,67743.0,22581.0,11,1.9022749204745018,6.422734252401019,"(90, 100]"
78,120,NonResidential,Education,1338800660,EAST,47.62644,-122.30429,1.0,6,194104,K-12 School,K-12 School,no information,no information,100.0,54.0,0.0,1887893.0,4331949.0,Compliant,1.25,108,0,1,0,0,1,1,0.0,69.64725148966807,30.352748510331935,100.0,0.0,0.0,100.0,0.0,194104.0,32350.667,11,2.3877990094623676,6.79377938754501,"(100, 110]"
79,121,NonResidential,Office,1498303116,SOUTHEAST,47.58408,-122.30125,1.0,3,99433,"Office, Parking",Office,Parking,no information,63.0,241.5,0.0,4897760.0,0.0,Compliant,0.34,13,0,0,1,0,1,0,0.0,0.0,100.0,64.04,35.96,0.0,64.04,35.96,99433.0,33144.333,15,1.5458017571592761,6.689997588687092,"(10, 20]"
80,125,SPS-District K-12,Education,1624049214,GREATER DUWAMISH,47.56413,-122.31208,1.0,1,130862,K-12 School,K-12 School,no information,no information,61.0,85.59999847,0.0,2262820.0,4193207.0,Error - Correct Default Data,1.82,59,0,1,0,0,1,1,0.0,64.95027049917852,35.04972950082148,102.74,0.0,0.0,100.0,0.0,130862.0,130862.0,11,2.3792692494736474,6.809965337997547,"(50, 60]"
81,127,SPS-District K-12,Education,1704900242,SOUTHEAST,47.55478,-122.27596,1.0,3,59955,K-12 School,K-12 School,no information,no information,93.0,78.69999695,0.0,1436416.0,196983.0,Error - Correct Default Data,0.34,27,0,0,1,0,1,1,0.0,12.059698824353388,87.94030117564661,100.0,0.0,0.0,100.0,0.0,59955.0,19985.0,11,1.332034277027518,6.21309265095887,"(20, 30]"
82,130,SPS-District K-12,Education,1794501220,MAGNOLIA / QUEEN ANNE,47.63683,-122.35896,1.0,2,93218,K-12 School,K-12 School,no information,no information,86.0,65.90000153,0.0,1486758.0,1400634.0,Error - Correct Default Data,0.91,52,0,0,1,0,1,1,0.0,48.50861954317252,51.49138045682748,100.0,0.0,0.0,100.0,0.0,93218.0,46609.0,11,1.933234128714808,6.460505899265368,"(50, 60]"
83,131,NonResidential,Other,1797500625,NORTHEAST,47.67524,-122.31534,1.0,4,56521,Other,Other,no information,no information,,407.3999939,0.0,6357631.0,0.0,Compliant,0.78,75,0,0,1,0,1,0,0.0,0.0,100.0,86.69,0.0,0.0,100.0,0.0,56521.0,14130.25,5,1.6562899011913597,6.803295454268417,"(70, 80]"
84,132,NonResidential,Other,1797500715,NORTHEAST,47.67559,-122.31769,1.0,2,206934,"Other, Parking",Other,Parking,no information,,72.59999847,0.0,2001103.0,2252474.0,Compliant,0.65,87,0,1,0,0,1,1,0.0,52.954818967659456,47.045181032340544,57.58,0.0,0.0,100.0,0.0,206934.0,103467.0,14,2.1289805239666113,6.62875445214086,"(80, 90]"
85,136,NonResidential,Hospitality,1926049012,NORTHWEST,47.73141,-122.3458,1.0,4,51390,"Hotel, Parking",Hotel,Parking,no information,89.0,130.6999969,0.0,1398289.0,2213249.0,Compliant,2.48,15,0,1,0,0,1,1,0.0,61.28272774646148,38.71727225353852,100.0,0.0,0.0,100.0,0.0,51390.0,12847.5,14,2.108192805135042,6.557692309046329,"(10, 20]"
86,137,SPS-District K-12,Education,1926049025,NORTHWEST,47.72463,-122.35315,1.0,2,131013,K-12 School,K-12 School,no information,no information,88.0,59.09999847,0.0,1775488.0,2119097.0,Error - Correct Default Data,0.95,53,0,1,0,0,1,1,0.0,54.41136860538414,45.58863139461586,100.68,0.0,0.0,100.0,0.0,131013.0,65506.5,11,2.1000947150149893,6.590461242588328,"(50, 60]"
87,138,SPS-District K-12,Education,1926049321,NORTHWEST,47.7257,-122.33684,1.0,1,245587,K-12 School,K-12 School,no information,no information,92.0,83.69999695,0.0,3926011.0,7839670.0,Compliant,1.81,57,0,1,0,0,1,1,0.0,66.6316722338469,33.3683277661531,100.0,0.0,0.0,100.0,0.0,245587.0,245587.0,11,2.6480964264918994,7.070617143116074,"(50, 60]"
88,139,NonResidential,Hospitality,1926049434,NORTHWEST,47.72551,-122.3423,1.0,3,69138,Hotel,Hotel,no information,no information,78.0,101.5999985,0.0,1802889.0,1439568.0,Compliant,1.29,14,0,0,1,0,1,1,0.0,44.39744305013143,55.60255694986857,102.13,0.0,0.0,100.0,0.0,69138.0,23046.0,5,1.9543390086024601,6.510874493256863,"(10, 20]"
89,144,NonResidential,Hospitality,1974600035,DOWNTOWN,47.6048,-122.3368,1.0,5,190980,"Hotel, Parking",Hotel,Parking,no information,98.0,84.0,0.0,4402910.0,2103084.0,Compliant,0.75,112,0,0,1,0,1,1,0.0,32.32532953457996,67.67467046542004,100.0,9.98,0.0,100.0,0.0,190980.0,38196.0,14,2.1565188647470275,6.813313791934083,
90,145,Nonresidential COS,Other,1974700025,DOWNTOWN,47.60804,-122.3367,1.0,6,284100,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,no information,no information,,192.5,4311136.0,9803021.0,527343.0,Compliant,1.51,18,0,0,1,1,1,1,29.4446334050473,3.6017006454256735,66.95366594952704,66.79,0.0,0.0,100.0,0.0,284100.0,47350.0,37,2.633589637131385,7.165585660814035,"(10, 20]"
91,147,NonResidential,Healthcare,2767703875,BALLARD,47.66737,-122.37956,4.0,5,285333,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),Parking,no information,14.0,479.5,0.0,35237205.0,32853512.0,Compliant,6.98,62,0,0,1,0,1,1,0.0,48.24961969485503,51.75038030514497,106.07,52.17,0.0,100.0,0.0,71333.25,57066.6,46,3.299180310745347,7.8330879838917005,"(60, 70]"
92,148,SPS-District K-12,Education,2768000375,BALLARD,47.6706,-122.36225,1.0,2,55513,K-12 School,K-12 School,no information,no information,93.0,80.40000153,0.0,1513571.0,0.0,Error - Correct Default Data,0.19,25,0,0,1,0,1,0,0.0,0.0,100.0,106.46,0.0,0.0,100.0,0.0,55513.0,27756.5,11,1.0625819842281632,6.1800030132612,"(20, 30]"
93,163,Nonresidential COS,Other,5247801465,DOWNTOWN,47.60112,-122.32785,1.0,4,61156,"Office, Other",Other,Office,no information,,338.2999878,0.0,6947270.0,2416104.0,Compliant,2.89,10,0,0,1,0,1,1,0.0,25.8037754339408,74.1962245660592,69.91,47.78,0.0,100.0,0.0,61156.0,15289.0,13,2.249809609401804,6.9714324170803295,"(0, 10]"
94,167,NonResidential,Other,5247802715,DOWNTOWN,47.59809,-122.32283,1.0,4,72820,Museum,Museum,no information,no information,,83.69999695,0.0,1311669.0,698785.0,Compliant,0.64,106,0,0,1,0,1,1,0.0,34.757572170266016,65.24242782973398,79.65,0.0,0.0,81.02,18.98,72820.0,18205.0,6,1.67449371729635,6.303294491748645,"(100, 110]"
95,168,NonResidential,Hospitality,5458300285,MAGNOLIA / QUEEN ANNE,47.62614,-122.3467,1.0,4,162222,"Hotel, Parking",Hotel,Parking,no information,76.0,150.5,0.0,4197462.0,3749499.0,Compliant,1.41,20,0,0,1,0,1,1,0.0,47.18154524729642,52.81845475270358,70.09,20.15,0.0,91.25,8.75,162222.0,40555.5,14,2.360593413565249,6.900201136355289,"(10, 20]"
96,169,SPS-District K-12,Education,5700000455,SOUTHEAST,47.57589,-122.29365,1.0,4,289588,K-12 School,K-12 School,no information,no information,90.0,78.5,0.0,6449764.0,2370086.0,Error - Correct Default Data,0.59,26,0,0,1,0,1,1,0.0,26.872180365879238,73.12781963412075,100.0,0.0,0.0,100.0,0.0,289588.0,72397.0,11,2.2351242640194617,6.945461346830135,"(20, 30]"
97,170,NonResidential,Education,6003000470,EAST,47.61495,-122.32177,1.0,3,63330,College/University,College/University,no information,no information,,111.1999969,0.0,1911064.0,1148694.0,Compliant,1.17,101,0,0,1,0,1,1,0.0,37.54198861478587,62.45801138521413,102.35,0.0,0.0,100.0,0.0,63330.0,21110.0,18,1.8769679674325848,6.48568722089597,"(100, 110]"
98,172,Campus,Education,6171900005,DELRIDGE,47.547,-122.35307,27.0,2,441071,College/University,College/University,no information,no information,,192.8000031,0.0,25314575.0,12987166.0,Compliant,1.96,46,0,0,1,0,1,1,0.0,33.90750827749579,66.0924917225042,109.51,0.0,0.0,100.0,0.0,16335.963,220535.5,18,2.93813429295942,7.583218560564112,"(40, 50]"
99,173,NonResidential,Office,6418100005,NORTHEAST,47.67828,-122.26456,1.0,2,96300,"Data Center, Office",Office,Data Center,no information,,476.5,0.0,13973696.0,2346137.0,Compliant,2.31,14,0,0,1,0,1,1,0.0,14.375986567999808,85.6240134320002,95.85,5.13,0.0,100.0,0.0,96300.0,48150.0,19,2.3483438114793698,7.21271579016215,"(10, 20]"
100,174,Nonresidential COS,Other,6834700175,GREATER DUWAMISH,47.59545,-122.32146,1.0,1,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",no information,no information,,242.6999969,0.0,4182001.0,3293576.0,Compliant,3.03,66,0,0,1,0,1,1,0.0,44.05781654044898,55.94218345955102,101.49,0.0,0.0,100.0,0.0,67356.0,67356.0,47,2.3119233087683617,6.873644806312376,"(60, 70]"
101,175,SPS-District K-12,Education,6840701230,CENTRAL,47.60598,-122.30156,1.0,3,254523,K-12 School,K-12 School,no information,no information,60.0,120.3000031,0.0,7835065.0,5732708.0,Error - Correct Default Data,1.41,8,0,0,1,0,1,1,0.0,42.25238732988826,57.74761267011174,100.0,0.0,0.0,100.0,0.0,254523.0,84841.0,11,2.556411060818322,7.132508632888121,"(0, 10]"
102,176,SPS-District K-12,Education,7129302300,SOUTHEAST,47.51482,-122.25864,1.0,3,78804,K-12 School,K-12 School,no information,no information,92.0,76.90000153,0.0,1645214.0,853926.0,Error - Correct Default Data,0.72,15,0,0,1,0,1,1,0.0,34.168794065158416,65.83120593484159,100.0,0.0,0.0,100.0,0.0,78804.0,26268.0,11,1.762078087334639,6.39779075944557,"(10, 20]"
103,177,SPS-District K-12,Education,7152200350,CENTRAL,47.61224,-122.29087,1.0,3,66994,K-12 School,K-12 School,no information,no information,79.0,94.09999847,0.0,1824845.0,546459.0,Error - Correct Default Data,0.62,14,0,0,1,0,1,1,0.0,23.04466234611842,76.95533765388157,100.0,0.0,0.0,100.0,0.0,66994.0,22331.333,11,1.6308345178280506,6.374987508603804,"(10, 20]"
104,178,SPS-District K-12,Education,7243500230,GREATER DUWAMISH,47.52915,-122.28904,1.0,3,98357,K-12 School,K-12 School,no information,no information,88.0,77.80000305,0.0,1927067.0,1529064.0,Error - Correct Default Data,0.96,16,0,0,1,0,1,1,0.0,44.24207300012644,55.75792699987356,100.0,0.0,0.0,100.0,0.0,98357.0,32785.667,11,1.9806395674437371,6.5385903839561,"(10, 20]"
105,179,NonResidential,Office,7378600265,GREATER DUWAMISH,47.53827,-122.28406,1.0,1,54765,"Office, Other",Office,Other,no information,,234.8999939,0.0,3569337.0,684032.0,Compliant,1.12,58,0,0,1,0,1,1,0.0,16.082122195370307,83.9178778046297,47.05,45.65,0.0,100.0,0.0,54765.0,54765.0,13,1.7938602013426697,6.628733214620275,"(50, 60]"
106,180,NonResidential,Other,7378600265,GREATER DUWAMISH,47.53722,-122.284,1.0,5,89821,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,Office,Food Service,,24.60000038,0.0,67462.0,1882631.0,Compliant,1.12,7,0,1,0,0,1,1,0.0,96.54057524436014,3.4594247556398594,51.75,42.24,5.1,100.0,0.0,89821.0,17964.2,49,2.0062948579813855,6.290055434726915,"(0, 10]"
107,182,NonResidential,Education,7443000070,MAGNOLIA / QUEEN ANNE,47.65147,-122.36122,1.0,2,52611,College/University,College/University,no information,no information,,180.6999969,0.0,2479273.0,1637598.0,Compliant,1.98,36,0,0,1,0,1,1,0.0,39.777734109230046,60.222265890769954,100.0,0.0,0.0,100.0,0.0,52611.0,26305.5,18,2.0222633656812588,6.614567417057267,"(30, 40]"
108,183,NonResidential,Residential,7443000375,MAGNOLIA / QUEEN ANNE,47.65068,-122.36331,1.0,4,139600,Residence Hall/Dormitory,Residence Hall/Dormitory,no information,no information,89.0,70.19999695,0.0,2316298.0,2132284.0,Compliant,0.93,15,0,0,1,0,1,1,0.0,47.931767920654266,52.068232079345734,97.08,0.0,0.0,73.14,26.86,139600.0,34900.0,24,2.115244285327255,6.648221746696776,"(10, 20]"
109,185,SPS-District K-12,Education,2826049152,NORTH,47.70763,-122.29453,1.0,2,236758,"K-12 School, Parking",K-12 School,Parking,no information,96.0,78.69999695,0.0,4789948.0,3566039.0,Compliant,0.94,5,0,0,1,0,1,1,0.0,42.67645461870632,57.32354538129368,100.76,0.0,0.0,100.0,0.0,236758.0,118379.0,20,2.349821269512391,6.921997885581257,"(0, 10]"
110,187,NonResidential,Other,2908700085,CENTRAL,47.60462,-122.31549,3.0,6,250981,"Courthouse, Other",Other,Courthouse,no information,,145.6000061,4336524.5,8155002.0,580172.0,Compliant,1.68,45,0,0,1,1,1,1,33.17491219675852,4.438382663125224,62.38670514011626,54.81,31.22,0.0,100.0,0.0,83660.333,41830.167,17,2.626740596252816,7.116332105319368,"(40, 50]"
111,189,SPS-District K-12,Education,2919200635,NORTHWEST,47.68725,-122.35996,1.0,3,62526,K-12 School,K-12 School,no information,no information,96.0,70.59999847,0.0,1114389.0,871706.0,Error - Correct Default Data,0.86,14,0,0,1,0,1,1,0.0,43.89044834209844,56.10955165790156,100.0,0.0,0.0,100.0,0.0,62526.0,20842.0,11,1.7409150764812826,6.298000209405304,"(10, 20]"
112,338,NonResidential,Other,0660001215,DOWNTOWN,47.61598,-122.33448,1.0,11,299070,Other,Other,no information,no information,,530.7000122,0.0,30651644.0,34685331.0,Compliant,6.87,12,0,1,0,0,1,1,0.0,53.08683329768481,46.91316670231519,83.59,0.0,0.0,77.12,22.88,299070.0,27188.182,5,3.3131962866255704,7.81515906332993,"(10, 20]"
113,190,NonResidential,Office,2924049043,GREATER DUWAMISH,47.536,-122.31768,1.0,3,64015,"Non-Refrigerated Warehouse, Office, Other - Services",Office,Non-Refrigerated Warehouse,Other - Services,21.0,165.8000031,0.0,2657382.0,584696.0,Compliant,0.77,9,0,0,1,0,1,1,0.0,18.034606200097592,81.96539379990242,46.86,23.43,14.08,100.0,0.0,64015.0,21338.333,52,1.703978825008386,6.510823559641145,"(0, 10]"
114,194,NonResidential,Retail,2926049025,NORTH,47.70759,-122.3255,1.0,1,530039,"Restaurant, Retail Store",Retail Store,Restaurant,no information,98.0,118.9000015,0.0,16224529.0,11492503.0,Compliant,1.36,65,0,0,1,0,1,1,0.0,41.463685577878614,58.536314422121386,95.3,4.7,0.0,100.0,0.0,530039.0,530039.0,24,2.8600204062264996,7.44274677023953,"(60, 70]"
115,195,NonResidential,Other,2926049409,NORTH,47.7066,-122.321,1.0,3,54224,Other/Specialty Hospital,Other/Specialty Hospital,no information,no information,,311.0,0.0,3344827.0,3920350.0,Compliant,4.27,52,0,1,0,0,1,1,0.0,53.96083261288748,46.03916738711252,86.7,0.0,0.0,100.0,0.0,54224.0,18074.667,24,2.3664789916085938,6.861246318944376,"(50, 60]"
116,197,NonResidential,Retail,2926049528,NORTH,47.70619,-122.32586,1.0,4,124342,Retail Store,Retail Store,no information,no information,76.0,223.6999969,0.0,8653621.0,112356.0,Compliant,0.53,51,0,0,1,0,1,1,0.0,1.2817282089606212,98.71827179103938,98.12,0.0,0.0,100.0,0.0,124342.0,31085.5,12,1.8280150642239767,6.942800425912391,"(50, 60]"
117,198,NonResidential,Healthcare,2982800005,NORTHEAST,47.66231,-122.28146,6.0,10,879000,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),no information,no information,10.0,578.2000122,0.0,115641210.0,138191238.0,Compliant,9.27,63,0,1,0,0,1,1,0.0,54.44191201276205,45.55808798723795,100.0,0.0,0.0,100.0,0.0,146500.0,87900.0,37,3.910972128058212,8.404547167280619,"(60, 70]"
118,200,NonResidential,Other,3026049024,NORTHWEST,47.70956,-122.3345,1.0,3,55442,"Financial Office, Medical Office, Parking",Financial Office,Parking,Medical Office,72.0,194.1000061,0.0,1859345.0,1331883.0,Compliant,1.51,20,0,0,1,0,1,1,0.0,41.73575187984061,58.26424812015939,51.65,27.75,15.59,100.0,0.0,55442.0,18480.667,41,1.927883410330707,6.503958003953381,"(10, 20]"
119,205,SPS-District K-12,Education,3050700050,BALLARD,47.67661,-122.37489,1.0,2,242795,K-12 School,K-12 School,no information,no information,80.0,107.3000031,0.0,7859464.0,1297685.0,Error - Correct Default Data,0.51,17,0,0,1,0,1,1,0.0,14.171277545008824,85.82872245499118,100.0,0.0,0.0,100.0,0.0,242795.0,121397.5,11,2.095901279225877,6.96176037569449,"(10, 20]"
120,209,NonResidential,Storage,3225049002,EAST,47.61233,-122.3171,1.0,5,84870,Self-Storage Facility,Self-Storage Facility,no information,no information,,28.79999924,0.0,482635.0,898955.0,Compliant,0.6,106,0,1,0,0,1,1,0.0,65.06669851403093,34.93330148596907,100.77,0.0,0.0,100.0,0.0,84870.0,16974.0,21,1.716921073166761,6.1403795347679235,"(100, 110]"
121,211,Campus,Education,3226049021,NORTHWEST,47.69936,-122.33401,11.0,2,694072,College/University,College/University,no information,no information,,161.1999969,0.0,33450832.0,2440648.0,Compliant,0.52,46,0,0,1,0,1,1,0.0,6.800076229790468,93.19992377020954,96.15,0.0,0.0,83.92,16.08,63097.455,347036.0,18,2.56088656952376,7.5549914275158425,"(40, 50]"
122,212,SPS-District K-12,Education,3332501090,SOUTHEAST,47.54632,-122.28198,1.0,2,173185,K-12 School,K-12 School,no information,no information,79.0,58.90000153,0.0,1800727.0,4327044.0,Error - Correct Default Data,1.4,64,0,1,0,0,1,1,0.0,70.61367012572761,29.38632987427239,100.0,0.0,0.0,100.0,0.0,173185.0,86592.5,11,2.386249196708923,6.78730263328436,"(60, 70]"
123,214,SPS-District K-12,Education,3438501230,DELRIDGE,47.54862,-122.36214,1.0,1,145341,K-12 School,K-12 School,no information,no information,75.0,69.5,0.0,1864967.0,3634130.0,Error - Correct Default Data,1.42,53,0,1,0,0,1,1,0.0,66.08594101904367,33.91405898095633,95.68,0.0,0.0,100.0,0.0,145341.0,145341.0,11,2.3159913253599145,6.740291459358181,"(50, 60]"
124,215,NonResidential,Storage,3466800065,GREATER DUWAMISH,47.55152,-122.31869,1.0,4,114297,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,no information,61.0,36.0,0.0,912475.0,1187623.0,Compliant,0.61,112,0,1,0,0,1,1,0.0,56.55083715140913,43.44916284859087,100.0,0.0,0.0,100.0,0.0,114297.0,28574.25,26,1.8478193472952393,6.322239716434765,
125,216,SPS-District K-12,Education,3524049149,SOUTHEAST,47.52407,-122.26586,1.0,2,184125,K-12 School,K-12 School,no information,no information,86.0,84.19999695,0.0,2999862.0,5800430.0,Error - Correct Default Data,1.79,56,0,1,0,0,1,1,0.0,65.91179019968882,34.08820980031117,100.0,0.0,0.0,100.0,0.0,184125.0,92062.5,11,2.518474456766637,6.944497131941628,"(50, 60]"
